netzabschnitts_id,velocity_15,velocity_50,velocity_65,velocity_75,velocity_85,avg_velocity
43,66.99082347073305,74.05342373609501,77.86979351726777,86.37741394232137,94.43994528272891,77.31507906997976
495,75.90293841832411,83.18554092476029,85.79499014671111,87.65805143864267,90.64193717020282,83.25323835854844
548,84.08521456895232,86.72315904078043,87.49286624030115,88.15032955669736,89.38872608496756,86.59796340682833
40,84.85239324778806,86.70519890973519,87.4493181009242,88.13645855261105,89.44047111754627,87.16204486539644
754,78.06105028112643,81.63670758080953,83.00009393412616,84.10054044055724,85.63163713616777,81.6287702797548
537,73.80727650738471,83.97995126206281,85.95366406013414,87.12254342344795,88.65152935322207,82.05573185971326
469,79.04112048739366,83.94536134109298,85.37782281238572,86.31505334319048,87.44899319821924,83.57130481663361
176,83.82476106506255,86.21545136722878,86.99057899981065,87.52198148732963,88.24596960508549,86.1909296423654
503,84.05912295112896,86.60292008512846,87.35175588831719,87.98040898265046,89.01500461985867,86.38512403937736
196,83.78248594144424,86.13491915559327,86.98315673794202,87.69061859906701,88.7983740339019,86.38758832976849
202,79.19318595703407,84.07770556780291,85.30359725398489,86.12870972506923,87.32640812005651,83.07102038441761
606,67.606337816683,80.83714055024383,83.87840138716625,86.07003439811909,89.14833713410373,78.19662921038348
53,83.91944495816962,86.76756068421203,87.70732031197029,88.54950088569602,90.00263870102731,86.41878681164424
72,81.0046272608414,85.67107990825772,86.53322181227126,87.1377335433482,87.89911825998928,81.1441776277205
203,80.85992533089112,84.81741551596737,85.96570668481618,86.88641004118091,88.34543092579563,83.49944908316263
456,82.32853702962555,85.53718304188568,86.33488498686694,86.87901557116837,87.5581952673906,84.87106595501284
669,64.02658431430827,84.03205074784489,86.20149334615398,87.50302698052887,89.39109405490717,77.74018164972989
540,81.6094500401465,85.03887932664799,85.97993943086213,86.78789968896486,88.17893005852554,83.28729845222071
315,80.30812037987651,85.6224917558085,86.88906871033947,87.79905435759171,89.20044754512693,82.30957122035966
755,79.0387536653729,82.22491199420438,83.40521750492559,84.30615724972442,85.46523781885763,82.08828735101301
258,80.44408929323839,84.02358132673241,85.15618033520266,85.94833581959804,86.93828858912205,83.01834367384362
51,81.73803719461245,88.18545827134159,90.24163246320576,92.34829635865755,95.87916613672206,86.50613834412938
473,80.55546246480924,83.88191983887933,84.97405535534672,85.76845283619356,86.80215937588731,83.80868900873008
10,83.34280115145818,86.72450082595195,87.81295022071492,88.8482531206532,91.2756483112172,87.27768459272791
228,69.05343392086182,77.56855169163319,80.43487754262428,82.06157554973953,83.59433347883255,75.52157355274407
230,78.81931096482025,83.69384649922131,85.05671554502966,86.0044788228001,87.22390628110288,82.91261762324332
156,82.39950259502719,84.86789688008757,85.59842252490617,86.16705267914072,87.0143318712931,84.13015652709865
577,82.72379500976481,86.30354359536632,87.11241293114618,87.73342550123925,88.6765383971843,85.42598214431406
637,83.32834509912443,85.92194952436408,86.68438399051752,87.24334472955258,88.00579058549077,85.69861783611408
158,82.85097384322346,85.14445125157705,85.9208964621498,86.58003829615332,87.60701082137014,84.71261067404444
39,84.7746083523732,86.8739365000607,87.71051334256329,88.52693989708301,89.99982744486978,87.38092302793915
603,83.10462828813904,85.53735000577538,86.40171501996693,87.0808163097981,88.09669045587849,85.34140670571091
604,82.90945081468107,85.4313375656928,86.19463763490992,86.7965407602937,87.63137128252463,84.86601611519457
711,80.93992658689533,85.64588468881604,86.65905502094162,87.35479639187034,88.278280128938,85.08637266729156
706,81.60323493919975,85.83933367655615,86.67480566090714,87.28202955645972,88.12557171995317,85.036119203179
242,78.77718039149042,84.51634291091351,85.80254744884311,86.65274253621303,87.76651057979662,83.59362661461346
704,81.67188231429002,84.87284652223995,85.74956317560999,86.37494571048953,87.1716776039428,84.36626971863923
735,83.57368682393691,86.29192485042907,86.91569932984181,87.3974001035514,88.10024632177651,85.38906417933511
742,79.754251677035,84.44074085012412,85.59831298090157,86.35198253785002,87.18652996419087,83.59465091528396
145,83.41122083818667,85.94408355449234,86.74154010572448,87.25339202645428,88.26380933754417,86.2578856330873
29,84.8752993012333,86.78575398849823,87.39793897361066,87.93331930164732,88.8895644526542,86.97860324545358
575,83.12267869818072,86.23076509357348,87.09972995055323,87.75105060591046,88.7442694641085,86.27066252534458
576,82.96461052981336,86.2271685547545,87.16449493150867,87.87882779928363,88.94556054879078,85.95647765749234
748,76.28075960767636,85.23027430010488,86.15940929934504,86.79062999689518,87.5995044436541,83.15932202874741
279,80.09588959806526,84.42059325889134,86.45354021291845,88.44628689147635,92.39703194426679,85.6362299491361
443,80.77125995905585,85.4137633475437,86.65304464941411,87.5171597499586,88.66744474740987,84.98235926085843
442,80.27202632810275,85.78301832608133,87.03647422486712,87.96661871227859,89.315044888784,84.97220999836159
212,54.918146576190566,64.36459138860624,68.87275286341165,72.29207095378622,75.79849227133045,64.46311856534555
282,74.22068779529367,81.29638434491935,83.20951860120472,84.6064651635605,86.42894667653032,79.93465587272881
582,84.11653979991327,86.76600258266153,87.5114873922592,88.08134938446217,88.87722100255303,86.63955857965459
117,83.40627609038859,85.92505541861247,86.63271814298865,87.1905719920837,88.03121112345937,85.36346295138605
34,83.50045424652879,86.56127413115698,87.23096474109795,87.81960734977586,88.63685665907656,86.36750651899412
60,78.40779128935104,84.16307545350779,85.68683719328216,86.98767111384143,89.2345313902867,83.438586266174
101,83.07253490640235,86.0601023643677,86.87217950926741,87.33694224920636,88.07813484826728,85.80487693265053
137,84.51918178317322,86.80540378231389,87.51737226505385,88.12104391692377,89.16381820450708,86.36051296333419
18,83.51343648224511,86.89261796216198,87.58872838846284,88.21690653813691,89.53770030383039,86.80501419189173
267,82.09985433211043,86.34246140196699,87.8264572064821,89.46723456887463,92.86481577007245,86.93897449729977
103,84.42903736897279,86.35788730232596,87.12749017991351,87.79957748496967,88.86413863766157,86.77257671078952
441,81.41594548251415,86.01411074251017,87.45001784978062,88.44019214045412,89.67398755978483,86.10250139885747
71,84.68463518865883,88.80762296321838,90.80329286009156,92.59032661503765,95.26989543269752,89.43458531598365
270,79.91769275918463,87.11704700539705,89.44023716004766,91.74834999499917,94.82372325372638,85.26856868341342
308,76.95095385917399,86.08690673700113,87.02670710212735,87.61931523274309,88.43462943792687,83.36642045378736
